ip4_address,ptr_name
200.150.93.123,giga1016-src1ivp-src1spi.liggatelecom.com.br.
200.152.169.53,a1.latam.yahoo.com.
200.188.119.94,200-188-119-94.static.axtel.net.
200.189.213.6,ae17.3603.ebr2.sap1.ciriontechnologies.net.
201.125.22.230,customer-201-125-22-230.uninet.net.mx.
202.40.148.106,i-10601.1wlt-core02.telstraglobal.net.
202.40.149.177,i-91.tlot02.telstraglobal.net.
203.105.64.230,ae-0.pldt.tokyjp09.jp.bb.gin.ntt.net.
203.221.87.14,AU-QL-1688-IPE-01-Eth-Trunk21.tpgi.com.au.
203.50.11.108,bundle-ether1.lon-edge901.melbourne.telstra.net.
204.16.255.53,ns3.no-ip.com.
205.251.126.34,xe-0-0-1-14.cr1.iad1.atlanticmetro.net.
206.108.35.157,quantil.ip4.torontointernetxchange.net.
206.148.26.29,po10.sof-eqxso2-cr3.globalsecurelayer.com.
206.223.116.237,equinix-sanjose.as13335.net.
206.223.118.231,eqix-da1.imperva.com.
206.223.123.16,exchange-cust1.la1.equinix.net.
206.224.68.142,undefined.hostname.localhost.
206.224.68.55,undefined.hostname.localhost.
206.51.46.70,206.51.46.70.any2ix.coresite.com.
206.72.211.54,swisscom.as3303.any2ix.coresite.com.
208.72.152.2,ethernetlo0-sr1.hnl1.constant.com.
209.133.72.217,0.xe-200-0-53.mpr1.ind2.us.zip.zayo.com.
209.249.94.30,209.249.94.30.IPYX-135459-001-ZYO.zip.zayo.com.
211.73.76.66,tp-a2.twaren.net.
211.79.48.186,la-76-ny-asr.twaren.net.
212.25.28.235,gwen.glb.as8758.net.
212.3.233.98,CISCO-SYSTE.ear1.Dublin6.Level3.net.
212.59.1.9,212-59-1-9.static.zebra.lt.
212.72.47.189,ae65.edge7.Amsterdam1.Level3.net.
212.73.205.86,CHOOPA-LLC.ear2.Paris1.Level3.net.
212.74.72.105,gi5-1-iar2.ULI.router.colt.net.
213.130.47.186,xe-1-1-9-3.a00.dublir01.ie.ce.gin.ntt.net.
213.200.127.250,ae2.cr6-fra6.ip4.gtt.net.
213.248.75.201,m247europesrl-ic-386522.ip.twelve99-cust.net.
213.248.78.134,xe-0-0-0.bbr02.tm01.mia01.networklayer.com.
213.248.83.131,haproxy-ic-377313.ip.twelve99-cust.net.
213.251.130.102,be101.rbx-g2-nc5.fr.eu.
213.251.26.166,ip4.gtt.net.
213.254.216.242,ip4.gtt.net.
216.115.101.77,rpa3-emea.dns.yahoo.com.
216.165.128.161,h216-165-128-161.mdsnwi.tisp.static.tds.net.
216.246.115.43,42.ae6.ar4.ord6.scnet.net.
216.66.24.190,twc-7843-bb-as7843.e0-60.core2.atl1.he.net.
217.163.113.54,lon-tel-01gw.voxility.net.
217.163.131.246,VERISIGN-IN.ear6.London2.Level3.net.
217.67.176.53,217-67-176-53.in-addr.mastertelecom.ru.
218.100.52.71,as38195.nsw.ix.asn.au.
218.100.78.11,as4826.vic.ix.asn.au.
221.111.202.166,softbank221111202166.bbtec.net.
23.192.125.239,ae13.batl-ewr.netarch.akamai.com.
23.197.71.193,ae6.data4-mil.netarch.akamai.com.
23.201.30.10,lo1.r03.spine02.tyo02.fab.netarch.akamai.com.
23.203.154.39,ae2.r01.ewr01.ien.netarch.akamai.com.
23.210.53.209,ae2.anycast-par2.netarch.akamai.com.
23.210.55.56,ae28.r02.ams01.ien.netarch.akamai.com.
23.210.57.41,ae2.r02.mil01.ien.netarch.akamai.com.
23.215.54.46,ae10.r02.sin02.icn.netarch.akamai.com.
23.32.63.173,ae5.r02.gru01.icn.netarch.akamai.com.
23.33.185.132,a23-33-185-132.deploy.static.akamaitechnologies.com.
23.56.131.217,ae2.anycast-tyo2.netarch.akamai.com.
23.56.133.41,ae0.r02.hkg02.ien.netarch.akamai.com.
23.57.99.245,po110.bs-b.sech-ams.netarch.akamai.com.
24.25.55.176,lag-30.drhmncev02r.netops.charter.com.
24.25.55.178,lag-19.hcr02apexncco.netops.charter.com.
24.58.35.21,lag-1.troynydv02h.netops.charter.com.
24.58.50.21,lag-1.mednny0202h.netops.charter.com.
27.111.228.251,10094.sgw.equinix.com.
3.171.96.0,server-3-171-96-0.iad12.r.cloudfront.net.
34.107.186.0,0.186.107.34.bc.googleusercontent.com.
34.111.70.0,0.70.111.34.bc.googleusercontent.com.
34.120.161.0,0.161.120.34.bc.googleusercontent.com.
34.160.93.0,0.93.160.34.bc.googleusercontent.com.
34.36.40.0,0.40.36.34.bc.googleusercontent.com.
34.36.45.0,0.45.36.34.bc.googleusercontent.com.
34.54.236.0,0.236.54.34.bc.googleusercontent.com.
34.54.96.0,0.96.54.34.bc.googleusercontent.com.
34.98.89.0,0.89.98.34.bc.googleusercontent.com.
35.190.22.0,0.22.190.35.bc.googleusercontent.com.
35.201.102.0,0.102.201.35.bc.googleusercontent.com.
35.201.107.0,0.107.201.35.bc.googleusercontent.com.
35.201.54.0,0.54.201.35.bc.googleusercontent.com.
35.201.86.0,0.86.201.35.bc.googleusercontent.com.
35.201.90.0,0.90.201.35.bc.googleusercontent.com.
35.227.213.0,0.213.227.35.bc.googleusercontent.com.
37.77.38.11,ielo-liazo.pa3-1.hopus.net.
38.122.47.89,te0-13-0-0-1.ccr41.atl04.atlas.cogentco.com.
38.142.230.114,haproxy.demarc.cogentco.com.
38.75.250.21,38-75-250-21.hopliteindustries.com.
4.59.250.98,SAN-LUIS-VA.ear3.Denver1.Level3.net.
4.68.37.222,2914-3356-mia.sp.lumen.tech.
4.68.68.57,ae31.edge3.sng3.sp.lumen.tech.
4.69.133.54,ae1.8.bar2.KansasCity1.net.lumen.tech.
4.69.214.113,ae5.5.bar2.LasVegas1.net.lumen.tech.
4.69.216.158,ae1.8.edge1.LosAngeles9.net.lumen.tech.
4.69.219.110,ae1.3510.edge1.Washington111.net.lumen.tech.
45.11.107.129,maincubes.edge.fra08.de.misaka.io.
45.6.52.42,as2906.riodejaneiro.rj.ix.br.
45.68.74.37,as32934.fortaleza.ce.ix.br.
46.235.184.1,cdn.ngenix.net.
5.180.135.194,r1gva3.core.init7.net.
50.115.90.142,ae10.cr1.lax2.us.unitasglobal.net.
50.97.17.16,ae8.cbs02.pn01.hkg01.networklayer.com.
50.97.17.165,ae1.cbs01.tl01.atl01.networklayer.com.
58.138.101.34,tky001ip56.IIJ.Net.
58.138.88.17,tky001bb00.IIJ.Net.
61.1.1.1,multiplay.bsnl.in.
62.115.112.0,chi-bb2-link.ip.twelve99.net.
62.115.115.71,chi-b24-link.ip.twelve99.net.
62.115.124.29,prag-b4-link.ip.twelve99.net.
62.115.126.173,port-b3-link.ip.twelve99.net.
62.115.136.229,adm-b3-link.ip.twelve99.net.
62.115.159.85,microsoft-ic-383288.ip.twelve99-cust.net.
62.115.173.230,sng-b7-link.ip.twelve99.net.
62.115.181.143,flagtelecom-ic-372404.ip.twelve99-cust.net.
62.115.38.194,voxility-ic-379090.ip.twelve99-cust.net.
62.115.51.193,ash-b2-link.ip.twelve99.net.
62.115.60.43,fastly-ic-376119.ip.twelve99-cust.net.
62.40.124.217,dfn.rt1.fra.de.geant.net.
63.218.22.70,be40.br04.dal01.as3491.net.
63.218.50.97,Hu0-0-0-1.br05.lax04.as3491.net.
63.220.196.189,63-220-196-189.static.as3491.net.
63.222.8.14,63-222-8-14.static.as3491.net.
64.124.72.141,64.124.72.141.IPYX-334382-002-ZYO.zip.zayo.com.
64.125.21.11,ae8.mpr2.ind1.us.zip.zayo.com.
64.125.24.64,ae12.mpr1.yvr3.ca.zip.zayo.com.
64.125.26.104,ae4.cs1.fra6.de.zip.zayo.com.
64.125.29.55,ae0.cs1.fra9.de.eth.zayo.com.
64.251.87.165,ra2wh-ge3-1-17.vc.bigpipeinc.com.87.251.64.in-addr.arpa.
64.47.1.35,host-64-47-1-35.masergy.com.
64.86.189.5,if-bundle-8-2.qcore1.xz3-dallas.as6453.net.
65.175.52.86,ip4.gtt.net.
65.22.29.1,b0.nic.kim.
65.29.45.167,lag-101.mcr01rochmnhh.netops.charter.com.
66.109.5.228,lag-401.tustca4200w-bcr00.netops.charter.com.
66.51.121.0,ip-66-51-121-0.customer.flyio.net.
66.84.77.168,0.et-0-0-0.pex1.bb.mrs1.continent8.com.
67.241.94.1,syn-067-241-094-001.res.spectrum.com.
67.242.171.1,syn-067-242-171-001.res.spectrum.com.
68.86.85.45,be-3401-cs04.dallas.tx.ibone.comcast.net.
69.30.209.236,po-100.edge-1.103.swift.mci.us.as32097.net.
69.85.197.178,400g-cd54.PLUM.noc.unitifiber.com.
70.80.12.1,modemcable001.12-80-70.mc.videotron.ca.
71.212.116.200,71-212-116-200.tukw.qwest.net.
72.139.133.229,cpe00222d3a6cc2-cm00222d3a6cbe.cpe.net.cable.rogers.com.
72.209.85.32,wsip-72-209-85-32.dc.dc.cox.net.
72.29.241.74,visit.keznews.com.
72.52.106.98,cira.gigabitethernet1-1-25.switch2.yyc1.he.net.
74.40.10.122,ae0---0.car03.mias.fl.frontiernet.net.
74.70.191.1,syn-074-070-191-001.res.spectrum.com.
75.2.92.0,aa4f477cda42b9f37.awsglobalaccelerator.com.
78.111.108.50,vrrp.gcore.lu.
79.104.235.131,pe15.Moscow.gldn.net.
80.239.161.251,bigleaf-ic-332769.ip.twelve99-cust.net.
80.81.192.37,rt-cix-wms.denic.de.
81.196.193.29,xr02.bucuresti.rdsnet.ro.
81.20.69.153,ce-3-0-3.a01.amstnl09.nl.ce.gin.ntt.net.
81.25.197.42,fortinet.a00.parsfr04.fr.bb.gin.ntt.net.
81.7.124.2,81-7-124-2.static.zebra.lt.
82.130.102.1,82-130-102-1.net4.ethz.ch.
84.116.134.193,de-fra11b-rc1-ae-1-0.aorta.net.
85.22.75.214,85-22-75-214.ip.dokom21.de.
86.97.24.1,bba-86-97-24-1.alshamil.net.ae.
86.97.30.1,bba-86-97-30-1.alshamil.net.ae.
87.245.237.15,gw-as28907.retn.net.
89.149.132.230,ae6.cr4-mil3.ip4.gtt.net.
89.149.136.189,xe-0-1-0.cr1-hon1.ip4.gtt.net.
89.149.184.101,ae4.lr3-ams2.ip4.gtt.net.
89.33.12.0,anycast.neoprotect.net.
91.121.131.72,par-th2-pb1-nc5.fr.eu.
92.60.0.100,ae27-0-r01.uni.vie.nextlayer.net.
92.60.1.255,ae2-0-r35.inx.vie.nextlayer.net.
92.99.192.1,bba-92-99-192-1.alshamil.net.ae.
94.103.180.31,r1-vie2-at.as5405.net.
94.103.180.38,r1-cph1-dk.as5405.net.
94.59.160.1,bba-94-59-160-1.alshamil.net.ae.
95.59.172.18,95.59.172.18.static.telecom.kz.
96.110.34.41,be-3312-cs03.newyork.ny.ibone.comcast.net.
96.110.34.62,be-4411-pe11.60hudson.ny.ibone.comcast.net.
96.110.35.45,be-1423-cs24.northlake.il.ibone.comcast.net.
96.110.41.149,be-4201-cs02.newyork.ny.ibone.comcast.net.
98.124.172.242,ip4.gtt.net.
98.5.89.1,syn-098-005-089-001.res.spectrum.com.
103.216.222.7,core.p1.wa.au.hostuniversal.com.au.
103.51.112.188,ndcm1-pe1-po2000.vic.leaptel.network.
103.77.108.74,as40676.bom.extreme-ix.net.
104.44.16.243,be-5-0.ibr02.mia.ntwk.msn.net.
104.44.230.114,ae35-0.icr02.sn6.ntwk.msn.net.
104.44.235.193,ae24-0.ier03.fra31.ntwk.msn.net.
104.44.32.24,be-104-0.ibr01.lon24.ntwk.msn.net.
104.44.42.78,ae24-0.icr02.fra23.ntwk.msn.net.
104.44.55.198,ae31-0.icr02.ams30.ntwk.msn.net.
104.44.56.243,ae88-0.ier02.fra32.ntwk.msn.net.
104.44.7.223,be-1-0.ibr02.ch4.ntwk.msn.net.
104.87.87.2,a104-87-87-2.deploy.static.akamaitechnologies.com.
105.16.10.201,ae-0.cr-02-cpt-za-seacomnet.com.
105.16.14.114,xe-1-1-0.er-02-dur.za.seacomnet.com.
107.154.184.100,107.154.184.100.ip.incapdns.net.
107.154.214.100,107.154.214.100.ip.incapdns.net.
109.105.101.67,is-bus.nordu.net.
109.200.218.124,itmil1-rt001i.i3d.net.
109.200.218.34,usewr1-rt002i.i3d.net.
111.95.244.25,fm-dyn-111-95-244-25.fast.net.id.
113.197.15.247,et-2-1-2.bdr2.sing.sin.aarnet.net.au.
115.110.234.142,115.110.234.142.static.Mumbai.vsnl.net.in.
116.51.31.49,ae-1.cisco-webex.sngpsi07.sg.bb.gin.ntt.net.
122.53.223.26,122.53.223.26.static.pldt.net.
122.56.119.109,ae5-10.tkbr12.global-gateway.net.nz.
124.236.2.86,86.2.236.124.broad.sj.he.dynamic.163data.com.cn.
128.241.1.242,xe-0-4-3-1.a05.asbnva02.us.ce.gin.ntt.net.
128.241.7.147,ae-0.oracle-oci.lsanca07.us.bb.gin.ntt.net.
129.134.33.36,po171.asw01.lhr3.tfbnw.net.
129.134.34.23,po201.asw01.bru2.tfbnw.net.
129.134.48.100,po206.asw02.lax4.tfbnw.net.
129.134.58.166,msw1aj.02.cdg4.tfbnw.net.
129.134.63.230,msw1af.02.sof1.tfbnw.net.
129.134.80.206,msw1af.01.prg1.tfbnw.net.
129.134.94.128,msw1an.01.hkg4.tfbnw.net.
129.134.98.208,ae1007.bb03.hnd3.tfbnw.net.
129.250.2.135,ae-0.a00.sngpsi08.sg.bb.gin.ntt.net.
129.250.3.130,ae-3.r26.lsanca07.us.bb.gin.ntt.net.
129.250.4.37,ae-6.a01.brslbe03.be.bb.gin.ntt.net.
129.250.6.149,ae-10.r24.sngpsi07.sg.bb.gin.ntt.net.
13.248.140.0,adc8ba7e6422ee494.awsglobalaccelerator.com.
130.117.3.101,be2540.ccr42.lon13.atlas.cogentco.com.
131.253.21.1,ns3.msedge.net.
134.213.131.251,dcpe3-corec.lon5.rackspace.net.
137.175.218.1,modemcable001.218-175-137.mc.videotron.ca.
137.66.20.0,ip-137-66-20-0.customer.flyio.net.
138.187.129.106,i00trn-005-ae6.bb.ip-plus.net.
138.217.142.214,ant4215751.lnk.telstra.net.
139.130.91.182,fas3858796.lnk.telstra.net.
140.222.13.111,200.lag-3.CHCGILDT-PPR01-CC.ALTER.NET.
140.222.238.79,0.ae2.GW1.BOS19.ALTER.NET.
141.136.108.169,ae19.lr1-stk3.ip4.gtt.net.
143.215.192.8,sox-to-aamu.sox.net.
144.130.167.134,tel4368902.lnk.telstra.net.
145.145.8.37,e4-0-18-2050.ah001a-jnx-01.surf.net.
148.163.212.1,ns01.marketdatasystems.net.
149.11.76.218,usl.demarc.cogentco.com.
15.197.64.100,a995ac3b6cb54695c.awsglobalaccelerator.com.
152.179.105.202,customer.alter.net.
152.179.133.86,verizon-gw.customer.alter.net.
152.179.15.62,customer.alter.net.
154.24.13.54,be3647.nr61.b002895-0.jfk01.atlas.cogentco.com.
154.24.80.170,be3215.nr51.b033057-0.ewr01.atlas.cogentco.com.
154.54.170.58,be8066.rcr21.sbn01.atlas.cogentco.com.
154.54.31.77,be2671.ccr21.sea02.atlas.cogentco.com.
154.54.31.94,be5384.ccr32.oma02.atlas.cogentco.com.
154.54.61.102,be2313.rcr51.opo01.atlas.cogentco.com.
154.54.85.57,be3435.ccr31.yyz02.atlas.cogentco.com.
154.54.90.86,be4068.agr62.hkg01.atlas.cogentco.com.
155.232.220.6,xe-1-0-1-2-100-ams1-ir1.net.tenet.ac.za.
157.240.60.246,psw02.syd2.tfbnw.net.
159.23.118.139,8b.76.179f.ip4.static.sl-reverse.com.
163.253.1.191,fourhundredge-0-0-0-0.4079.core2.sunn.net.internet2.edu.
163.253.1.207,fourhundredge-0-0-0-50.4079.agg1.dall3.net.internet2.edu.
166.49.208.195,t2c3-xe-4-1-0-3.uk-lof.gia.bt.net.
168.210.13.177,168-210-13-177.ipv4.as20011.net.
168.220.95.0,ip-168-220-95-0.customer.flyio.net.
169.255.168.26,169-255-168-26.ibits.co.za.
173.252.66.199,psw01.mad1.tfbnw.net.
176.126.38.76,pccw.gr-ix.gr.
178.18.230.199,178.18.230.199.dataix.ua.
184.104.193.54,100ge0-36.core1.far1.he.net.
184.104.194.233,100ge0-65.core3.sjc1.he.net.
184.105.223.234,100ge0-35.core2.tpa1.he.net.
184.105.65.17,port-channel16.core1.ams2.he.net.
184.163.31.1,modemcable001.31-163-184.mc.videotron.ca.
184.164.151.15,eth.12.1.cr2.phx0.phoenixnap.com.
185.1.203.130,nlams0.ipng.ch.
185.1.208.167,de-cix-muc2.microsoft.com.
185.1.223.14,speedix.peer-1.com.
185.134.115.2,METRO2-100G.ASR.HOSTMEIN.NET.
185.146.230.47,ae0-100.cr10.fra05.lwlcom.net.
185.176.73.208,hu30.dc4ncs2.noc.vnet.sk.
185.18.172.195,hu0-0-0-26.frpar-th2-n50h1.as29075.net.
187.16.219.147,as53087.saopaulo.sp.ix.br.
188.43.17.246,spb01rb.transtelecom.net.
189.135.219.3,dsl-189-135-219-3-dyn.prod-infinitum.com.mx.
189.202.138.38,38.189-202-138.bestelclientes.com.mx.
189.246.69.93,ipdsl-mch-morelia-36-cge0-4-0-0.uninet.net.mx.
189.247.251.250,ext-189-247-251-250.uninet.net.mx.
192.122.183.9,ae12x1004.sfld-123net-sfpop3-c1.mich.net.
192.175.30.54,cr2-529bryant-be12.bb.as11404.net.
192.245.224.58,ps-sdmz.southalabama.edu.
194.0.28.2,ns1.dns.aw.
194.226.100.129,spx-ix.as13335.net.
194.88.240.66,inex-lan2-1.apple.com.
195.2.3.53,ae21-xcr1.mrx.cw.net.
195.20.224.195,facade.occ.1and1.com.
195.34.59.113,tct-cr02-xe-4-2-0.195.ams.mts-internet.net.
195.66.224.55,linx1.r1.ams1.afilias-nst.info.
196.32.210.118,lt-1-1-0.0-johannesburg-ua-jnb1-jnb11-02.ubuntunet.net.
197.155.94.216,et-0-1-10.lke-p1-msa.liquidtelecom.net.
199.190.224.129,edge-srx-outside.monroe.edu.
2.16.168.193,vlan100.r13.tor01.fra04.fab.netarch.akamai.com.
2.18.22.24,lo1.r01.stem01.ber01.fab.netarch.akamai.com.
200.25.51.117,ae0.0.edge2.qro2.as7195.net.
200.57.151.241,router1-tri-r1-triara.triara-mty.nic.net.mx.
202.52.0.1,gw-noc.nren.net.np.
203.109.130.53,gi1-14.akl-grafton-bdr2.ihug.net.
203.160.228.149,203-160-228-149.twgate-ip.twgate.net.
205.251.126.35,xe-0-0-4-14.cr2.lax2.atlanticmetro.net.
206.126.236.59,ae20-0.ashbnqp2.us.ip.tdc.net.
206.126.237.124,eqix-dc5.automattic.com.
206.148.24.156,po10.syd-eqxsy5-bb1.globalsecurelayer.com.
206.223.117.75,equinix-sjc.woodynet.net.
206.224.64.177,undefined.hostname.localhost.
206.224.66.139,undefined.hostname.localhost.
206.224.68.207,undefined.hostname.localhost.
206.224.68.3,undefined.hostname.localhost.
206.53.202.1,ipv4.de-cix.dfw.us.as4455.bso.co.
206.53.202.141,te-2-0-13.cr1.dal1.nitelusa.net.
206.71.141.20,365datacenters.pittsburgh-internet-exchange.pit-ix.net.
206.72.211.103,206.72.211.103.any2ix.coresite.com.
207.248.65.1,a.nic.mx.
208.116.133.10,ip4.gtt.net.
209.124.188.9,lo0--100.icar-sttl1-1.infra.pnw-gigapop.net.
209.191.64.73,ae-4.pat2.bfz.yahoo.com.
210.176.138.183,unknown.telstraglobal.net.
210.57.56.139,unknown.telstraglobal.net.
211.180.5.70,chjbba107-s1-1-0-c.rt.bora.net.
212.115.183.66,ip4.gtt.net.
212.143.12.68,gw2-0-mln-gw2.rhn.nv.net.il.
212.74.86.208,te0-3-0-9-crs2.FRA.router.colt.net.
213.19.199.98,OFFICE-DEPO.ear2.Paris1.Level3.net.
213.242.65.218,WIND-TELECO.edge1.Milan1.Level3.net.
213.248.75.147,telstra-ic-357283.ip.twelve99-cust.net.
213.248.86.3,aryaka-ic-382602.ip.twelve99-cust.net.
213.248.91.13,interkvmhost-ic-384578.ip.twelve99-cust.net.
213.51.64.205,asd-tr0021-cr101-be64-100.core.as9143.net.
213.51.7.25,zp-rc0100-cr101-be2-2.core.as33915.net.
217.239.42.13,f-ee11-i.F.DE.NET.DTAG.DE.
217.71.96.1,ae10.irt1.fra1845.de.as13237.net.
220.128.30.62,220-128-30-62.pcpd-4101.hinet.net.
23.192.0.91,ae15.r22.atl01.ien.netarch.akamai.com.
23.197.64.136,ae15.r21.lon02.mag.netarch.akamai.com.
23.201.30.24,lo1.r01.leaf01.tyo02.fab.netarch.akamai.com.
23.207.226.39,ae2.r01.den01.ien.netarch.akamai.com.
23.207.234.35,ae1.r11.lax01.ien.netarch.akamai.com.
23.211.114.98,ae154-1060.connect1.plxcon-fra1.netarch.akamai.com.
23.32.63.213,ae4.r02.ewr01.icn.netarch.akamai.com.
23.37.122.10,lo1.r04.spine01.hkg01.fab.netarch.akamai.com.
23.44.169.22,lo1.r03.stem01.iad04.fab.netarch.akamai.com.
23.44.169.27,lo1.r01.leaf01.iad04.fab.netarch.akamai.com.
23.49.57.235,ae4.batl-sea.netarch.akamai.com.
23.56.138.144,ae18.r01.sin01.ien.netarch.akamai.com.
24.160.182.1,syn-024-160-182-001.res.spectrum.com.
24.58.40.63,lag-1.bngrmebc01h.netops.charter.com.
27.111.230.199,32934.sgw.equinix.com.
27.32.160.137,27-32-160-137.static.tpgi.com.au.
3.33.235.0,aaa6b85d67c884b5e.awsglobalaccelerator.com.
34.104.32.0,0.32.104.34.bc.googleusercontent.com.
34.111.16.0,0.16.111.34.bc.googleusercontent.com.
