#IATA	size	name	lat long	country_code	city	pop	heuristic	1	2	3
EMA	large_airport	East Midlands Airport	52.8311004639 -1.3280600309	GB	Nottingham	246654 0 0 0 
EMD	medium_airport	Emerald Airport	-23.5674991608 148.179000854	AU	Emerald	9398 0 0 0 
EMIX	 	Abu Dhabi	24.3865481 54.5635059	AE	Abu Dhabi	603492 0 0 0 
ENA	medium_airport	Kenai Municipal Airport	60.5731010437 -151.2449951172	US	Kenai	7100 0 0 0 
ENC	medium_airport	Nancy-Essey Airport	48.6921005249 6.2304601669	FR	Nancy/Essey	105334 3 0 0 
END	large_airport	Vance Air Force Base	36.3391990662 -97.9164962769	US	Enid	49379 0 0 0 
ENF	medium_airport	Enontekio Airport	68.3626022339 23.4242992401	FI	Enontekio	2145 0 0 0 
ENK	medium_airport	St Angelo Airport	54.3988990784 -7.6516699791	GB	Enniskillen	14472 0 0 0 
ENS	medium_airport	Twenthe Airport	52.2700004578 6.8741698265	NL	Enschede	153655 0 0 0 
EOH	medium_airport	Enrique Olaya Herrera Airport	6.220549 -75.590582	CO	Medellín	1999979 0 0 0 
EOR	medium_airport	El Dorado Airport	6.7333331108 -61.5833320618	VE	Bolivar	338000 0 0 0 
EPL	medium_airport	Épinal-Mirecourt Airport	48.3250007629 6.0699801445	FR	Épinal/Mirecourt	6998 3 0 0 
EPU	medium_airport	Pärnu Airport	58.4189987183 24.4727993011	EE	Pärnu	44192 0 0 0 
EQS	medium_airport	Brigadier Antonio Parodi Airport	-42.908000946 -71.139503479	AR	Esquel	28486 0 0 0 
ERC	medium_airport	Erzincan Airport	39.7102012634 39.5270004272	TR	Erzincan	114027 0 0 0 
ERF	medium_airport	Erfurt Airport	50.979801178 10.9581003189	DE	Erfurt	203254 0 0 0 
ERI	large_airport	Erie International Tom Ridge Field	42.0831270134 -80.1738667488	US	Erie	101786 0 0 0 
ERL	medium_airport	Erenhot Saiwusu International Airport	43.4225 112.096666667	CN	Erenhot	16427 0 0 0 
ERZ	large_airport	Erzurum International Airport	39.9565010071 41.1702003479	TR	Erzurum	420691 0 0 0 
ESB	large_airport	Esenboğa International Airport	40.1281013489 32.995098114	TR	Ankara	3517182 0 0 0 
ESH	medium_airport	Shoreham Airport	50.8356018066 -0.2972219884	GB	Brighton	139001 0 0 0 
ESL	medium_airport	Elista Airport	46.3739013672 44.3308982849	RU	Elista	106971 0 0 0 
ETH	medium_airport	Eilat Airport	29.5613002777 34.9600982666	IL	Eilat	45588 0 0 0 
EUG	medium_airport	Mahlon Sweet Field	44.1245994568 -123.2119979858	US	Eugene	156185 0 0 0 
EUN	medium_airport	Hassan I Airport	27.1516990662 -13.2192001343	EH	El Aaiún	196331 0 0 0 
EUQ	medium_airport	Evelio Javier Airport	10.765999794 121.932998657	PH	San Jose	118807 2 0 0 
EVN	large_airport	Zvartnots International Airport	40.1473007202 44.3959007263	AM	Yerevan	1093485 0 0 0 
EVV	medium_airport	Evansville Regional Airport	38.0369987488 -87.5324020386	US	Evansville	117429 0 0 0 
EVW	medium_airport	Evanston-Uinta County Airport-Burns Field	41.27479935 -111.0350037	US	Evanston	12359 0 0 0 
EVX	medium_airport	Évreux-Fauville (BA 105) Air Base	49.0287017822 1.2198599577	FR	Évreux/Fauville	57795 3 0 0 
EWB	medium_airport	New Bedford Regional Airport	41.6761016846 -70.9569015503	US	New Bedford	95072 0 0 0 
EWN	medium_airport	Coastal Carolina Regional Airport	35.0730018616 -77.0429000854	US	New Bern	29524 0 0 0 
EWR	large_airport	Newark Liberty International Airport	40.6925010681 -74.1687011719	US	Newark	277140 0 0 0 
EXT	large_airport	Exeter International Airport	50.7344017029 -3.4138898849	GB	Exeter	113118 0 0 0 
EYK	medium_airport	Beloyarskiy Airport	63.6869010925 66.698600769	RU		5549 0 0 0 
EYP	medium_airport	El Yopal Airport	5.31911 -72.384	CO	El Yopal	61029 0 0 0 
EYW	medium_airport	Key West International Airport	24.5561008453 -81.7595977783	US	Key West	24649 0 0 0 
EZE	large_airport	Ministro Pistarini International Airport	-34.8222 -58.5358	AR	Buenos Aires	13076300 0 0 0 
EZS	medium_airport	Elazığ Airport	38.6068992615 39.2914009094	TR	Elazığ	298004 0 0 0 
EZV	medium_airport	Berezovo Airport	63.9210014343 65.0305023193	RU		5549 0 0 0 
FAB	medium_airport	Farnborough Airport	51.2757987976 -0.7763329744	GB	Farnborough	59902 0 0 0 
FAI	large_airport	Fairbanks International Airport	64.81510162 -147.8560028	US	Fairbanks	31535 0 0 0 
FAJ	medium_airport	Diego Jimenez Torres Airport	18.3089008331 -65.6619033813	PR	Fajardo	34068 0 0 0 
FAO	large_airport	Faro Airport	37.0144004822 -7.9659099579	PT	Faro	41355 0 0 0 
FAR	medium_airport	Hector International Airport	46.9207000732 -96.8158035278	US	Fargo	105549 0 0 0 
FAT	medium_airport	Fresno Yosemite International Airport	36.7761993408 -119.7180023193	US	Fresno	494665 0 0 0 
FAY	medium_airport	Fayetteville Regional Grannis Field	34.9911994934 -78.8803024292	US	Fayetteville	200564 0 0 0 
FAZ	medium_airport	Fasa Airport	28.8917999268 53.7233009338	IR	Fasa	98061 0 0 0 
FBG	medium_airport	Simmons Army Air Field	35.13180161 -78.93669891	US	Fort Bragg	29183 0 0 0 
FBK	medium_airport	Ladd AAF Airfield	64.83750153 -147.6139984	US	Fairbanks/Ft Wainwright	31535 3 0 0 
FBM	medium_airport	Lubumbashi International Airport	-11.5913000107 27.5308990479	CD	Lubumbashi	1373770 0 0 0 
FCA	medium_airport	Glacier Park International Airport	48.3105010986 -114.2559967041	US	Kalispell	19927 0 0 0 
FCN		Frankfurt-am-Main	50.121212 8.6365638	DE	Frankfurt-am-Main	650000 0 8.6075693 50.1054773
FCO	large_airport	Leonardo Da Vinci (Fiumicino) International Airport	41.8045005798 12.2508001328	IT	Rome	2318895 0 0 0 
FCS	medium_airport	Butts AAF (Fort Carson) Air Field	38.67839813 -104.7570038	US	Fort Carson	13813 0 0 0 
FDF	medium_airport	Martinique Aimé Césaire International Airport	14.5909996033 -61.003200531	MQ	Fort-de-France	89995 0 0 0 
FDH	medium_airport	Friedrichshafen Airport	47.6712989807 9.5114898682	DE	Friedrichshafen	58403 0 0 0 
FDO	medium_airport	San Fernando Airport	-34.4532 -58.5896	AR	San Fernando	188812 0 0 0 
FEL	medium_airport	Fürstenfeldbruck Airport	48.2055549622 11.2669439316	DE	Fürstenfeldbruck	33533 0 0 0 
FEZ	medium_airport	Saïss Airport	33.9272994995 -4.9779601097	MA	Fes	964891 0 0 0 
FFD	large_airport	RAF Fairford	51.6822013855 -1.7900300026	GB	Fairford	3026 0 0 0 
FICIX	 	Helsinki	60.1733244 24.9410248	FI	Helsinki	558457 0 0 0 
FIH	medium_airport	Ndjili International Airport	-4.3857498169 15.4446001053	CD	Kinshasa	7785965 0 0 0 
FIX	 	Helsinki	60.1733244 24.9410248	FI	Helsinki	558457 0 0 0 
FKB	large_airport	Karlsruhe Baden-Baden Airport	48.7793998718 8.0804996491	DE	Baden-Baden	54239 0 0 0 
FKI	medium_airport	Bangoka International Airport	0.4816389978 25.3379993439	CD	Kisangani	539158 0 0 0 
FKL	medium_airport	Venango Regional Airport	41.3778991699 -79.8603973389	US	Franklin	6545 0 0 0 
FKS	medium_airport	Fukushima Airport	37.2274017334 140.4309997559	JP	Sukagawa	68790 0 0 0 
FLA	medium_airport	Gustavo Artunduaga Paredes Airport	1.58919 -75.5644	CO	Florencia	130337 2 0 0 
FLG	medium_airport	Flagstaff Pulliam Airport	35.13850021 -111.6709976	US	Flagstaff	65870 0 0 0 
FLL	large_airport	Fort Lauderdale Hollywood International Airport	26.072599411 -80.1527023315	US	Fort Lauderdale	165521 0 0 0 
FLN	large_airport	Hercílio Luz International Airport	-27.6702785492 -48.5525016785	BR	Florianópolis	412724 0 0 0 
FLO	medium_airport	Florence Regional Airport	34.1853981018 -79.7238998413	US	Florence	37056 0 0 0 
FLR	medium_airport	Firenze / Peretola Airport	43.8100013733 11.2051000595	IT	Firenze	349296 0 0 0 
FMA	medium_airport	Formosa Airport	-26.2127 -58.2281	AR	Formosa	221383 0 0 0 
FMM	medium_airport	Memmingen Allgau Airport	47.9888000488 10.2395000458	DE	Memmingen	41135 0 0 0 
FMN	medium_airport	Four Corners Regional Airport	36.7411994934 -108.230003357	US	Farmington	45877 0 0 0 
FMO	large_airport	Münster Osnabrück Airport	52.134601593 7.6848301888	DE	Münster	270184 2 0 0 
FMY	medium_airport	Page Field	26.58659935 -81.8632965088	US	Fort Myers	62298 0 0 0 
FNB	medium_airport	Neubrandenburg Airport	53.6021995544 13.3059997559	DE	Neubrandenburg	68082 0 0 0 
FNC	medium_airport	Madeira Airport	32.6978988647 -16.7744998932	PT	Funchal	100847 0 0 0 
FNI	medium_airport	Nîmes-Arles-Camargue Airport	43.7574005127 4.4163498878	FR	Nîmes/Garons	4019 3 0 0 
FNJ	medium_airport	Sunan International Airport	39.2240982056 125.6699981689	KP	Pyongyang	3222000 0 0 0 
FNT	medium_airport	Bishop International Airport	42.9654006958 -83.743598938	US	Flint	102434 0 0 0 
FOC	large_airport	Fuzhou Changle International Airport	25.9351005554 119.6630020142	CN	Fuzhou	1179720 0 0 0 
FOD	medium_airport	Fort Dodge Regional Airport	42.55149841 -94.19259644	US	Fort Dodge	25206 0 0 0 
FOE	medium_airport	Forbes Field	38.9509010315 -95.6635971069	US	Topeka	127473 0 0 0 
FOG	medium_airport	Foggia / Gino Lisa Airport	41.4328994751 15.5349998474	IT	Foggia	137032 0 0 0 
FOM	medium_airport	Foumban Nkounja Airport	5.6369199753 10.7508001328	CM	Foumban	92673 0 0 0 
FOR	medium_airport	Pinto Martins International Airport	-3.7762799263 -38.5326004028	BR	Fortaleza	2400000 0 0 0 
FPO	medium_airport	Grand Bahama International Airport	26.5587005615 -78.695602417	BS	Freeport	26910 0 0 0 
FPR	medium_airport	St Lucie County International Airport	27.49510002 -80.36830139	US	Fort Pierce	41590 0 0 0 
FRA	large_airport	Frankfurt am Main International Airport	50.0264015198 8.543129921	DE	Frankfurt-am-Main	650000 0 0 0 
FRB	medium_airport	Forbes Airport	-33.3636016846 147.934997559	AU	Forbes	4838 0 0 0 
FRL	medium_airport	Forlì Airport	44.1948013306 12.0700998306	IT	Forlì	93638 0 0 0 
FRO	medium_airport	Florø Airport	61.5835990906 5.024720192	NO	Florø	8230 0 0 0 
FRS	medium_airport	Mundo Maya International Airport	16.9137992859 -89.8664016724	GT	San Benito	30764 0 0 0 
FRU	large_airport	Manas International Airport	43.0612983704 74.4776000977	KG	Bishkek	900000 0 0 0 
FRW	medium_airport	Francistown Airport	-21.1595993042 27.4745006561	BW	Francistown	89979 0 0 0 
FRZ	medium_airport	Fritzlar Airport	51.1146 9.286	DE	Fritzlar	14814 0 0 0 
FSD	medium_airport	Joe Foss Field Airport	43.5820007324 -96.741897583	US	Sioux Falls	153888 0 0 0 
FSM	large_airport	Fort Smith Regional Airport	35.3366012573 -94.367401123	US	Fort Smith	86209 0 0 0 
FSP	medium_airport	St Pierre Airport	46.7629013062 -56.1730995178	PM	Saint-Pierre	6200 0 0 0 
FSS	medium_airport	RAF Kinloss	57.6493988037 -3.5606400967	GB	Kinloss	2011 0 0 0 
FSZ	large_airport	Mt. Fuji Shizuoka Airport	34.7960434679 138.18775177	JP	Makinohara/Shimada	75781 3 0 0 
FTE	medium_airport	El Calafate Airport	-50.2803001404 -72.0531005859	AR	El Calafate	8000 0 0 0 
FTW	large_airport	Fort Worth Meacham International Airport	32.8198013306 -97.3623962402	US	Fort Worth	741206 0 0 0 
FTX	medium_airport	Owando Airport	-0.5313500166 15.9500999451	CG	Owando	23952 0 0 0 
FUG	medium_airport	Fuyang Xiguan Airport	32.882157 115.734364	CN	Fuyang	170023 2 0 0 
FUK	large_airport	Fukuoka Airport	33.585899353 130.4510040283	JP	Fukuoka	1392289 0 0 0 
FUN	medium_airport	Funafuti International Airport	-8.525 179.195999	TV	Funafuti	4492 0 0 0 
FUO	medium_airport	Foshan Shadi Airport	23.0832996368 113.069999695	CN	Foshan	627348 0 0 0 
FWA	large_airport	Fort Wayne International Airport	40.97850037 -85.19509888	US	Fort Wayne	253691 0 0 0 
FYV	medium_airport	Drake Field	36.0051002502 -94.1700973511	US	Fayetteville	73580 0 0 0 
FZO	medium_airport	Bristol Filton Airport	51.5194015503 -2.5908300877	GB	Bristol	430713 0 0 0 
GAE	medium_airport	Gabès Matmata International Airport	33.8768997192 10.1033000946	TN	Gabès	110075 0 0 0 
GAF	medium_airport	Gafsa Ksar International Airport	34.422000885 8.8225002289	TN	Gafsa	81232 0 0 0 
GAJ	medium_airport	Yamagata Airport	38.4118995667 140.371002197	JP	Yamagata	254538 0 0 0 
GAL	medium_airport	Edward G. Pitka Sr Airport	64.73619843 -156.9369965	US	Galena	3429 2 0 0 
GAO	medium_airport	Mariana Grajales Airport	20.0853004456 -75.1583023071	CU	Guantánamo	272801 0 0 0 
GAU	medium_airport	Lokpriya Gopinath Bordoloi International Airport	26.1061000824 91.585899353	IN	Guwahati	899094 0 0 0 
GBB	medium_airport	Gabala International Airport	40.8266666667 47.7125	AZ	Gabala	11867 0 0 0 
GBE	medium_airport	Sir Seretse Khama International Airport	-24.5552005768 25.9181995392	BW	Gaborone	208411 0 0 0 
GBT	medium_airport	Gorgan Airport	36.9094009399 54.4012985229	IR	Gorgan	244937 0 0 0 
GCC	medium_airport	Gillette Campbell County Airport	44.3488998413 -105.539001465	US	Gillette	29087 0 0 0 
GCH	medium_airport	Gachsaran Airport	30.337600708 50.827999115	IR	Gachsaran	94638 0 0 0 
GCI	medium_airport	Guernsey Airport	49.4350013733 -2.6019699574	GG	Saint Peter Port	16488 0 0 0 
GCJ	medium_airport	Grand Central Airport	-25.9862995148 28.1401004791	ZA	Midrand	173009 0 0 0 
GCK	medium_airport	Garden City Regional Airport	37.9275016785 -100.723999023	US	Garden City	26658 0 0 0 
GCM	large_airport	Owen Roberts International Airport	19.2928009033 -81.3576965332	KY	Georgetown	29370 0 0 0 
GCN	medium_airport	Grand Canyon National Park Airport	35.9524002075 -112.1470031738	US	Grand Canyon	1460 0 0 0 
GDL	large_airport	Don Miguel Hidalgo Y Costilla International Airport	20.5217990875 -103.3109970093	MX	Guadalajara	1640589 0 0 0 
GDN	large_airport	Gdańsk Lech Wałęsa Airport	54.3776016235 18.4661998749	PL	Gdańsk	461865 0 0 0 
GDQ	medium_airport	Gonder Airport	12.519900322 37.4339981079	ET	Gondar	153914 0 0 0 
GDT	medium_airport	JAGS McCartney International Airport	21.4444999695 -71.1423034668	TC	Cockburn Town	3720 0 0 0 
GDV	medium_airport	Dawson Community Airport	47.13869858 -104.8069992	US	Glendive	4935 0 0 0 
GDX	medium_airport	Sokol Airport	59.9109992981 150.7200012207	RU	Magadan	95282 0 0 0 
GDZ	medium_airport	Gelendzhik Airport	44.5820926295 38.0124807358	RU	Gelendzhik	50715 0 0 0 
GEA	medium_airport	Nouméa Magenta Airport	-22.2583007813 166.4730072021	NC	Nouméa	93060 0 0 0 
GEC	medium_airport	Geçitkale Air Base	35.2359466553 33.724357605	CY	Geçitkale	3187 2 0 0 
GEG	large_airport	Spokane International Airport	47.6198997498 -117.533996582	US	Spokane	208916 0 0 0 
GEL	medium_airport	Santo Ângelo Airport	-28.2817001343 -54.1691017151	BR	Santo Ângelo	64606 0 0 0 
GEN	large_airport	Geneva Cointrin International Airport	46.2380981445 6.1089501381	CH	Geneva	183981 0 0 0 
GEO	medium_airport	Cheddi Jagan International Airport	6.4985499382 -58.2541007996	GY	Georgetown	235017 0 0 0 
GER	medium_airport	Rafael Cabrera Airport	21.8346996307 -82.7837982178	CU	Nueva Gerona	20264 0 0 0 
GES	medium_airport	Tambler Airport	6.0580000877 125.096000671	PH	General Santos	679588 0 0 0 
GEV	medium_airport	Gällivare Airport	67.1324005127 20.8145999908	SE	Gällivare	8480 0 0 0 
GFF	medium_airport	Griffith Airport	-34.2508010864 146.067001343	AU	Griffith	15455 0 0 0 
GFK	medium_airport	Grand Forks International Airport	47.9492988586 -97.1761016846	US	Grand Forks	52838 0 0 0 
GFL	medium_airport	Floyd Bennett Memorial Airport	43.3412017822 -73.6102981567	US	Glens Falls	14700 0 0 0 
GFR	medium_airport	Granville Airport	48.8830986023 -1.5641700029	FR	Granville	14289 0 0 0 
GGG	medium_airport	East Texas Regional Airport	32.3839988708 -94.7115020752	US	Longview	80455 0 0 0 
GGT	medium_airport	Exuma International Airport	23.5625991821 -75.8779983521	BS	George Town	7314 0 0 0 
GGW	medium_airport	Wokal Field Glasgow International Airport	48.2125015259 -106.6149978638	US	Glasgow	3250 0 0 0 
GHA	medium_airport	Noumérat - Moufdi Zakaria Airport	32.3841018677 3.7941100597	DZ	Ghardaïa	93423 0 0 0 
GHT	medium_airport	Ghat Airport	25.1455993652 10.1426000595	LY	Ghat	24347 0 0 0 
GHU	medium_airport	Gualeguaychu Airport	-33.0103 -58.6131	AR	Gualeguaychu	78676 0 0 0 
GIB	medium_airport	Gibraltar Airport	36.1511993408 -5.3496599197	GI	Gibraltar	26544 0 0 0 
GIG	large_airport	Galeão - Antônio Carlos Jobim International Airport	-22.8099994659 -43.2505569458	BR	Rio De Janeiro	6023699 0 0 0 
GIL	medium_airport	Gilgit Airport	35.918800354 74.3336029053	PK	Gilgit	10414 0 0 0 
GIR	medium_airport	Santiago Vila Airport	4.27624 -74.7967	CO	Girardot	130289 0 0 0 
GIS	medium_airport	Gisborne Airport	-38.6632995605 177.9779968262	NZ	Gisborne	34274 0 0 0 
GIZ	medium_airport	Jizan Regional Airport	16.9011001587 42.5858001709	SA	Jizan	105198 0 0 0 
GJA	medium_airport	La Laguna Airport	16.445400238 -85.9066009521	HN	Guanaja	1942 0 0 0 
GJL	medium_airport	Jijel Ferhat Abbas Airport	36.7951011658 5.8736100197	DZ	Jijel	148000 0 0 0 
GJM	medium_airport	Guajará-Mirim Airport	-10.7863998413 -65.2847976685	BR	Guajará-Mirim	34119 0 0 0 
GJT	medium_airport	Grand Junction Regional Airport	39.1223983765 -108.527000427	US	Grand Junction	58566 0 0 0 
GLA	large_airport	Glasgow International Airport	55.8718986511 -4.4330601692	GB	Glasgow	610268 0 0 0 
GLD	medium_airport	Renner Field-Goodland Municipal Airport	39.37060165 -101.6989975	US	Goodland	4489 0 0 0 
GLF	medium_airport	Golfito Airport	8.654009819 -83.1821975708	CR	Golfito	6777 0 0 0 
GLH	medium_airport	Mid Delta Regional Airport	33.4828987122 -90.9856033325	US	Greenville	34400 0 0 0 
GLS	medium_airport	Scholes International At Galveston Airport	29.2653007507 -94.8603973389	US	Galveston	47743 0 0 0 
GLT	medium_airport	Gladstone Airport	-23.8696994781 151.223007202	AU	Gladstone	30489 0 0 0 
GLZ	medium_airport	Gilze Rijen Air Base	51.567401886 4.9318299294	NL	Breda	167673 0 0 0 
GMA	medium_airport	Gemena Airport	3.2353699207 19.7712993622	CD	Gemena	117639 0 0 0 
GMB	medium_airport	Gambella Airport	8.1287603378 34.5630989075	ET	Gambela	42366 0 0 0 
GME	medium_airport	Gomel Airport	52.5270004272 31.0167007446	BY	Gomel	480951 0 0 0 
GML	medium_airport	Gostomel Airport	50.6035003662 30.1919002533	UA	Kiev	2797553 0 0 0 
GMO	medium_airport	Gombe Lawanti International Airport	10.2983333333 10.8963888889	NG	Gombe	250258 0 0 0 
GMP	large_airport	Gimpo International Airport	37.5583000183 126.791000366	KR	Seoul	10349312 0 0 0 
SEL	large_airport	Gimpo International Airport	37.5583000183 126.791000366	KR	Seoul	10349312 0 0 0 
GMU	medium_airport	Greenville Downtown Airport	34.8479003906 -82.3499984741	US	Greenville	58409 0 0 0 
GNA	medium_airport	Hrodna Airport	53.6020011902 24.0538005829	BY	Hrodna	317365 0 0 0 
GND	medium_airport	Point Salines International Airport	12.0041999817 -61.7862014771	GD	Saint George's	7500 0 0 0 
GNV	medium_airport	Gainesville Regional Airport	29.6900997162 -82.2717971802	US	Gainesville	124354 0 0 0 
GNY	medium_airport	Şanlıurfa GAP Airport	37.4456634521 38.8955917358	TR	Şanlıurfa	449549 0 0 0 
GOA	large_airport	Genova / Sestri Cristoforo Colombo Airport	44.4132995605 8.8374996185	IT	Genova	580223 0 0 0 
GOH	medium_airport	Godthaab / Nuuk Airport	64.19090271 -51.6781005859	GL	Nuuk	14798 0 0 0 
GOI	large_airport	Dabolim Airport	15.3808002472 73.8313980103	IN	Vasco da Gama	100485 0 0 0 
GOJ	medium_airport	Nizhny Novgorod International Airport	56.2300987244 43.7840003967	RU	Nizhny Novgorod	1284164 0 0 0 
GOM	medium_airport	Goma International Airport	-1.6708099842 29.2385005951	CD	Goma	144124 0 0 0 
GOP	medium_airport	Gorakhpur Airport	26.7397003174 83.4496994019	IN	Gorakhpur	1324570 2 0 0 
GOT	large_airport	Gothenburg-Landvetter Airport	57.6627998352 12.279800415	SE	Gothenburg	504084 0 0 0 
GOU	medium_airport	Garoua International Airport	9.3358898163 13.3701000214	CM	Garoua	436899 0 0 0 
GOV	medium_airport	Gove Airport	-12.2693996429 136.817993164	AU	Nhulunbuy	3202 0 0 0 
GPA	medium_airport	Araxos Airport	38.1511001587 21.4256000519	GR	Patras	163360 0 0 0 
GPI	medium_airport	Juan Casiano Airport	2.57013 -77.8986	CO	Guapi	13853 0 0 0 
GPO	medium_airport	General Pico Airport	-35.6962013245 -63.7583007812	AR	General Pico	57029 0 0 0 
GPT	large_airport	Gulfport Biloxi International Airport	30.4073009491 -89.070098877	US	Gulfport	67793 0 0 0 
GRB	large_airport	Austin Straubel International Airport	44.4850997925 -88.1296005249	US	Green Bay	104057 0 0 0 
GRF	medium_airport	Gray Army Air Field	47.07920074 -122.5810013	US	Fort Lewis/Tacoma	198397 3 0 0 
GRI	medium_airport	Central Nebraska Regional Airport	40.9674987793 -98.3096008301	US	Grand Island	48520 0 0 0 
GRJ	large_airport	George Airport	-34.0055999756 22.378900528	ZA	George	174582 0 0 0 
GRK	medium_airport	Robert Gray  Army Air Field Airport	31.067199707 -97.8289031982	US	Fort Hood/Killeen	127921 3 0 0 
GRNET	 	Athens	37.9908372 23.7383394	GR	Athens	729137 0 0 0 
GRO	medium_airport	Girona Airport	41.9010009766 2.7605500221	ES	Girona	96188 0 0 0 
GRQ	medium_airport	Eelde Airport	53.1197013855 6.5794401169	NL	Groningen	181194 0 0 0 
GRR	medium_airport	Gerald R. Ford International Airport	42.88079834 -85.52279663	US	Grand Rapids	188040 0 0 0 
GRU	large_airport	Guarulhos - Governador André Franco Montoro International Airport	-23.4355564117 -46.4730567932	BR	São Paulo	10021295 0 0 0 
GRV	large_airport	Grozny North Airport	43.3883018494 45.698600769	RU	Grozny	226100 2 0 0 
GRX	medium_airport	Federico Garcia Lorca Airport	37.1887016296 -3.7773599625	ES	Granada	234325 0 0 0 
GRZ	medium_airport	Graz Airport	46.9911003113 15.4395999908	AT	Graz	222326 0 0 0 
GSE	medium_airport	Gothenburg City Airport	57.7747001648 11.8704004288	SE	Gothenburg	504084 0 0 0 
GSJ	medium_airport	San José Airport	13.9362001419 -90.8358001709	GT	Puerto San José	18655 0 0 0 
GSO	large_airport	Piedmont Triad International Airport	36.0978012085 -79.9373016357	US	Greensboro	269666 0 0 0 
GSP	large_airport	Greenville Spartanburg International Airport	34.8956985474 -82.2189025879	US	Greenville	58409 0 0 0 
GTF	medium_airport	Great Falls International Airport	47.48199844 -111.3710022	US	Great Falls	58505 0 0 0 
GTR	medium_airport	Golden Triangle Regional Airport	33.4502983093 -88.5914001465	US	Columbus/W Point/Starkville	23888 3 0 0 
GUA	medium_airport	La Aurora Airport	14.5832996368 -90.5274963379	GT	Guatemala City	994938 0 0 0 
GUJ	medium_airport	Guaratinguetá Airport	-22.7915992737 -45.2047996521	BR	Guaratinguetá	105880 0 0 0 
GUM	large_airport	Antonio B. Won Pat International Airport	13.4834003448 144.796005249	GU	Hagåtña	1051 0 0 0 
GUP	medium_airport	Gallup Municipal Airport	35.511100769 -108.789001465	US	Gallup	21678 0 0 0 
GUQ	medium_airport	Guanare Airport	9.0269441605 -69.7551498413	VE	Guanare	112286 0 0 0 
GUT	medium_airport	Gütersloh Airport	51.9227981567 8.3063297272	DE	Gütersloh	96180 0 0 0 
GUW	medium_airport	Atyrau Airport	47.1218986511 51.8213996887	KZ	Atyrau	180000 0 0 0 
GVA	large_airport	Geneva Cointrin International Airport	46.2380981445 6.1089501381	CH	Geneva	183981 0 0 0 
GVN	medium_airport	Maygatka Airport.	48.9269981384 140.033996582	RU	Sovetskaya Gavan	29740 0 0 0 
GWD	medium_airport	Gwadar International Airport	25.2332992554 62.329498291	PK	Gwadar	51901 0 0 0 
GWE	medium_airport	Thornhill Air Base	-19.4363994598 29.8619003296	ZW	Gweru	146073 0 0 0 
GWL	medium_airport	Gwalior Airport	26.2933006287 78.2277984619	IN	Gwalior	882458 0 0 0 
GWT	medium_airport	Westerland Sylt Airport	54.9132003784 8.340470314	DE	Westerland	8967 0 0 0 
GWY	medium_airport	Galway Airport	53.300201416 -8.9415903091	IE	Galway	70686 0 0 0 
GXQ	medium_airport	Teniente Vidal Airport	-45.5942001343 -72.1061019897	CL	Coyhaique	45787 0 0 0 
GYD	large_airport	Heydar Aliyev International Airport	40.4674987793 50.0466995239	AZ	Baku	1116513 0 0 0 
GYE	medium_airport	Simon Bolivar International Airport	-2.15741992 -79.8835983276	EC	Guayaquil	1952029 0 0 0 
GYI	medium_airport	Gisenyi Airport	-1.6771999598 29.2588996887	RW	Gisenyi	83623 0 0 0 
GYM	medium_airport	General José María Yáñez International Airport	27.9689998627 -110.9250030518	MX	Guaymas	103449 0 0 0 
GYN	medium_airport	Santa Genoveva Airport	-16.6319999695 -49.2206993103	BR	Goiânia	1171195 0 0 0 
GYS	medium_airport	Guangyuan Airport	32.3911018372 105.702003479	CN	Guangyuan	213365 0 0 0 
GYY	medium_airport	Gary Chicago International Airport	41.6162986755 -87.4128036499	US	Gary	80294 0 0 0 
GZP	medium_airport	Gazipaşa Airport	36.2992172241 32.3005981445	TR	Gazipaşa	18371 0 0 0 
GZT	large_airport	Gaziantep International Airport	36.9472007751 37.4786987305	TR	Gaziantep	1065975 0 0 0 
HAD	medium_airport	Halmstad Airport	56.6911010742 12.8201999664	SE	Halmstad	55657 0 0 0 
HAH	medium_airport	Prince Said Ibrahim International Airport	-11.5336999893 43.271900177	KM	Moroni	42872 0 0 0 
HAJ	large_airport	Hannover Airport	52.461101532 9.6850795746	DE	Hannover	515140 0 0 0 
HAK	large_airport	Haikou Meilan International Airport	19.9349002838 110.4589996338	CN	Haikou	615835 2 0 0 
HAM	large_airport	Hamburg Airport	53.6304016113 9.9882297516	DE	Hamburg	1739117 0 0 0 
HAN	large_airport	Noi Bai International Airport	21.221200943 105.8069992065	VN	Hanoi	1431270 0 0 0 
HAV	large_airport	José Martí International Airport	22.989200592 -82.4091033936	CU	Havana	2163824 0 0 0 
HAW	medium_airport	Haverfordwest Airport	51.8330993652 -4.9611101151	GB	Haverfordwest	13469 0 0 0 
HBA	medium_airport	Hobart International Airport	-42.836101532 147.509994507	AU	Hobart	216656 0 0 0 
HBE	medium_airport	Borg El Arab International Airport	30.9176998138 29.6963996887	EG	Alexandria	3811516 0 0 0 
HBX	medium_airport	Hubli Airport	15.361700058 75.0848999023	IN	Hubli	840214 0 0 0 
HDF	medium_airport	Heringsdorf Airport	53.8787002563 14.152299881	DE	Heringsdorf	1103 0 0 0 
HDG	medium_airport	Handan Airport	36.5258333333 114.425555556	CN	Handan	1358318 0 0 0 
HDH	medium_airport	Dillingham Airfield	21.5795001984 -158.197006226	US	Mokuleia	1811 0 0 0 
